"SUID","ActivitySummary128Min","ActivitySummary16Min","ActivitySummary2Min","ActivitySummary32Min","ActivitySummary4Min","ActivitySummary64Min","ActivitySummary8Min","FirstActive","Gene","HeatMapBg1","HeatMapBg2","HeatMapBg3","HeatMapBg4","HeatMapBg5","HeatMapBg6","InsigPeptide10Log2FC","InsigPeptide1Log2FC","InsigPeptide2Log2FC","InsigPeptide3Log2FC","InsigPeptide4Log2FC","InsigPeptide5Log2FC","InsigPeptide6Log2FC","InsigPeptide7Log2FC","InsigPeptide8Log2FC","InsigPeptide9Log2FC","name","NodeType","Protein","ReferenceEGFR","selected","shared name","SigPeptide1Log2FC","SigPeptide2Log2FC","SigPeptide3Log2FC","SigPeptide4Log2FC","SigPeptide5Log2FC","SigPeptide6Log2FC"
"213","0","0","1","0","0","0","0","2","DOCK4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DOCK4_HUMAN","SigPrize","Dedicator of cytokinesis protein 4","false","false","DOCK4_HUMAN","0.0|1.749393|1.153493|0.215052|-0.139721|-0.344048|-0.300944|-0.209508","0.0|1.98792|1.648104|1.040572|0.660593|0.91262|0.054454|0.173431","0.0|1.861799|1.591559|0.571783|0.375542|0.021235|0.095126|-0.492525",,,
"214","0","0","1","0","1","0","0","2","GRB2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"GRB2_HUMAN","SigPrize","Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)","true","false","GRB2_HUMAN","0.0|2.114914|2.558819|2.172323|2.23812|1.532805|1.086215|-0.241155",,,,,
"215","0","0","1","0","0","0","0","2","DOCK1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DOCK1_HUMAN","SigPrize","Dedicator of cytokinesis protein 1 (180 kDa protein downstream of CRK) (DOCK180)","false","false","DOCK1_HUMAN","0.0|1.267731|1.016648|0.697036|0.871973|0.572126|0.682051|0.44136",,,,,
"216",,,"0",,,,,"4","ATP2B4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"AT2B4_HUMAN","Steiner","Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 3.6.3.8) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4)","false","false","AT2B4_HUMAN",,,,,,
"217","0","1","0","1","1","-1","1","4","DLG3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DLG3_HUMAN","SigPrize","Disks large homolog 3 (Neuroendocrine-DLG) (Synapse-associated protein 102) (SAP-102) (SAP102) (XLMR)","false","false","DLG3_HUMAN","0.0|0.102679|0.630266|0.809179|0.835593|0.917403|0.584292|0.317184","0.0|0.42319|1.035023|1.348085|1.416448|1.42458|1.011274|0.545277",,,,
"218","0","0","-1","0","-1","0","-1","2","PKP4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"PKP4_HUMAN","SigPrize","Plakophilin-4 (p0071)","false","false","PKP4_HUMAN","0.0|-0.687661|-1.181292|-0.890063|-0.6713|-0.442331|-0.392467|0.11749","0.0|-1.043431|-1.003642|-1.081107|-0.75299|-0.502661|-0.477096|-0.449638",,,,
"219",,,,,,,,"2","DSP","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.488346|0.598895|0.721772|0.751619|0.800699|0.701537|0.933749",,,,,,,,,"DESP_HUMAN","InsigPrize","Desmoplakin (DP) (250/210 kDa paraneoplastic pemphigus antigen)","false","false","DESP_HUMAN",,,,,,
"220","0","0","0","0","-1","0","0","4","DENR","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DENR_HUMAN","SigPrize","Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3)","false","false","DENR_HUMAN","0.0|-0.255526|-1.147679|-0.503265|-0.503042|-0.733659|-0.728992|-0.510557",,,,,
"221","0","0","0","0","1","0","0","4","PPP1CB","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"PP1B_HUMAN","SigPrize","Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)","false","false","PP1B_HUMAN","0.0|0.401271|0.509797|0.382226|0.475033|0.153964|0.164617|-0.259642",,,,,
"222",,,,,,,,"2","RNF31","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"RNF31_HUMAN","Steiner","E3 ubiquitin-protein ligase RNF31 (EC 6.3.2.-) (HOIL-1-interacting protein) (HOIP) (RING finger protein 31) (Zinc in-between-RING-finger ubiquitin-associated domain protein)","false","false","RNF31_HUMAN",,,,,,
"223","0","1","0","0","0","0","0","16","FTSJ3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"SPB1_HUMAN","SigPrize","pre-rRNA processing protein FTSJ3 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase SPB1 homolog) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)","false","false","SPB1_HUMAN","0.0|-0.2282|0.045112|0.497252|0.540276|0.41544|0.099515|0.039732",,,,,
"224","0","0","0","-1","0","0","0","32","WDHD1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.267194|-0.699746|-0.320682|-0.514425|-0.261374|-0.308355|-0.011151",,,,,,,,,"WDHD1_HUMAN","SigPrize","WD repeat and HMG-box DNA-binding protein 1 (Acidic nucleoplasmic DNA-binding protein 1) (And-1)","false","false","WDHD1_HUMAN","0.0|0.031686|-0.254696|-0.337321|-0.249531|-0.933803|-0.632287|-0.332999",,,,,
"225","0","1","0","1","0","0","0","16","EIF4G1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.157108|0.211129|-0.255109|0.176774|0.260914|0.083182|-0.191976","0.0|-0.249075|-0.46465|-0.176182|-0.447894|-0.337893|-0.186527|-1.234574",,,,,,,,"IF4G1_HUMAN","SigPrize","Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1) (p220)","false","false","IF4G1_HUMAN","0.0|0.033316|0.199355|0.758347|0.954574|1.08537|0.989743|1.000061",,,,,
"226",,,,,,,,"2","GLIS2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"GLIS2_HUMAN","Steiner","Zinc finger protein GLIS2 (GLI-similar 2) (Neuronal Krueppel-like protein)","false","false","GLIS2_HUMAN",,,,,,
"227",,,"0",,,,,"4","APC","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"APC_HUMAN","Steiner","Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5)","false","false","APC_HUMAN",,,,,,
"228","0","1","0","0","0","0","1","8","SPECC1L","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CYTSA_HUMAN","SigPrize","Cytospin-A (Renal carcinoma antigen NY-REN-22) (Sperm antigen with calponin homology and coiled-coil domains 1-like) (SPECC1-like protein)","false","false","CYTSA_HUMAN","0.0|-0.032888|0.435931|0.629212|1.085037|0.921762|0.899783|0.764078",,,,,
"229","0","0","0","0","-1","0","0","4","SCFD1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"SCFD1_HUMAN","SigPrize","Sec1 family domain-containing protein 1 (SLY1 homolog) (Sly1p) (Syntaxin-binding protein 1-like 2)","false","false","SCFD1_HUMAN","0.0|-0.392435|-0.73605|-0.666821|-0.452204|-0.394317|-0.539797|-0.460935",,,,,
"230","0","0","0","0","-1","0","0","4","XRCC1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"XRCC1_HUMAN","SigPrize","DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)","false","false","XRCC1_HUMAN","0.0|-0.25881|-1.038878|-0.061524|-0.219752|-0.645579|-0.361024|-0.200821","0.0|-0.224478|-1.228439|-0.196849|-0.704622|-0.801845|-0.478805|-0.480525",,,,
"231","0","0","-1","0","0","0","0","2","WDR48","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"WDR48_HUMAN","SigPrize","WD repeat-containing protein 48 (USP1-associated factor 1) (WD repeat endosomal protein) (p80)","false","false","WDR48_HUMAN","0.0|-0.601611|-0.256211|-0.30096|-0.414971|-0.277648|-0.062182|-0.13473",,,,,
"232",,,,,,,,"2","VAMP4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.105094|0.062787|-0.015618|-0.127615|-0.122533|0.202984|0.011507","0.0|-0.004706|-0.190493|-0.389994|-0.140822|-0.170595|-0.203855|-0.423247","0.0|-0.537376|-0.162089|-0.326417|-0.443587|-0.575243|-0.399636|0.073607",,,,,,,"VAMP4_HUMAN","InsigPrize","Vesicle-associated membrane protein 4 (VAMP-4)","false","false","VAMP4_HUMAN",,,,,,
"233","0","-1","0","0","0","0","1","8","TELO2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"TELO2_HUMAN","SigPrize","Telomere length regulation protein TEL2 homolog (Protein clk-2 homolog) (hCLK2)","false","false","TELO2_HUMAN","0.0|0.056542|0.090639|1.68867|0.300402|0.254089|0.165157|0.452265",,,,,
"234","0","0","0","0","1","0","0","4","SUB1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"TCP4_HUMAN","SigPrize","Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14)","false","false","TCP4_HUMAN","0.0|-0.196345|0.11618|-0.01053|-0.265894|-0.153718|-0.085505|0.057351",,,,,
"235","0","-1","-1","0","-1","0","0","2","SNRNP70","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.449019|0.244492|-0.120424|0.08195|-0.371684|-0.279499|-0.435632",,,,,,,,,"RU17_HUMAN","SigPrize","U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)","false","false","RU17_HUMAN","0.0|-0.544835|-0.618569|-0.614806|-0.708847|-0.493734|-0.348227|0.115301",,,,,
"236","0","0","0","-1","-1","0","0","4","RPRD2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.070964|0.304825|0.366773|0.022473|-0.035136|-0.053396|-0.344451","0.0|-0.154733|-0.432936|-0.521923|-0.301221|-0.27261|-0.332305|-0.1054",,,,,,,,"RPRD2_HUMAN","SigPrize","Regulation of nuclear pre-mRNA domain-containing protein 2","false","false","RPRD2_HUMAN","0.0|-0.352971|-0.656976|-0.239889|-0.334468|-0.720406|-0.599008|-0.105373",,,,,
"237","0","0","0","0","1","0","-1","4","RSL1D1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"RL1D1_HUMAN","SigPrize","Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1)","false","false","RL1D1_HUMAN","0.0|-0.373208|0.668649|-0.271752|-0.295177|-0.180077|-0.151831|0.07525",,,,,
"238","0","0","0","0","-1","0","0","4","RBM33","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.181851|-0.008053|0.238606|-0.338193|-0.024238|0.045692|-0.040843","0.0|-0.009587|-0.187243|-0.265706|-0.237839|-0.068666|-0.018744|0.005017","0.0|-0.146958|-0.65677|-0.17725|-0.141884|-0.232009|-0.155684|-0.03347","0.0|-0.060716|0.111823|-0.063775|0.242396|0.362912|0.293957|0.237272",,,,,,"RBM33_HUMAN","SigPrize","RNA-binding protein 33 (Proline-rich protein 8) (RNA-binding motif protein 33)","false","false","RBM33_HUMAN","0.0|-0.176386|-0.721088|-0.327985|-0.24402|-0.223932|-0.398457|0.171083",,,,,
"239",,,,,,,,"2","PSIP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.650728|-0.012691|0.775774|0.138153|-0.085844|-0.050037|-0.368709","0.0|0.08898|0.214034|0.167799|0.006001|0.217292|0.205081|0.041084","0.0|-0.110217|0.314584|0.038364|0.025689|0.07948|0.228126|0.214248",,,,,,,"PSIP1_HUMAN","InsigPrize","PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52)","false","false","PSIP1_HUMAN",,,,,,
"240",,,,,,,,"2","PIAS1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.219411|-0.244974|-0.080886|-0.13852|-0.232937|-0.529208|-0.712411",,,,,,,,,"PIAS1_HUMAN","InsigPrize","E3 SUMO-protein ligase PIAS1 (EC 6.3.2.-) (DEAD/H box-binding protein 1) (Gu-binding protein) (GBP) (Protein inhibitor of activated STAT protein 1) (RNA helicase II-binding protein)","false","false","PIAS1_HUMAN",,,,,,
"241","1","0","0","0","0","0","0","128","PDIA6","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.10235|0.726216|0.16956|0.550637|0.783239|1.140168|1.584347",,,,,,,,,"PDIA6_HUMAN","SigPrize","Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)","false","false","PDIA6_HUMAN","0.0|-0.276181|-0.416256|-0.106343|-0.204838|-0.251966|-0.091558|0.160087",,,,,
"242",,,,,,,,"2","MYH10","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.323241|-0.143009|-0.056501|-0.010587|0.137435|-0.074087|0.065448","0.0|0.211037|0.855392|0.411878|0.266784|0.096373|-0.301985|-0.55437",,,,,,,,"MYH10_HUMAN","InsigPrize","Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)","false","false","MYH10_HUMAN",,,,,,
"243",,,,,,,,"2","IGF2R","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.374051|-0.214382|-0.716972|-0.807613|-0.579509|-0.349573|0.033726",,,,,,,,,"MPRI_HUMAN","InsigPrize","Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222)","false","false","MPRI_HUMAN",,,,,,
"244",,,,,,,,"2","MAPK9","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.348958|-0.370795|-0.049132|-0.129139|0.052571|0.008012|0.090882",,,,,,,,,"MK09_HUMAN","InsigPrize","Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (JNK-55) (Stress-activated protein kinase 1a) (SAPK1a) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2)","false","false","MK09_HUMAN",,,,,,
"245",,,,,,,,"2","MCRS1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.225665|-0.75174|-0.263578|-0.238693|-0.310135|-0.387188|-0.327666",,,,,,,,,"MCRS1_HUMAN","InsigPrize","Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)","false","false","MCRS1_HUMAN",,,,,,
"246",,,,,,,,"2","MTDH","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.052544|0.186415|0.434141|0.628393|0.772808|0.68244|0.849816",,,,,,,,,"LYRIC_HUMAN","InsigPrize","Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)","false","false","LYRIC_HUMAN",,,,,,
"247",,,,,,,,"2","SSB","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.195826|-0.404762|-0.247844|-0.589158|-0.447844|-0.21437|-0.161999","0.0|-0.215637|-0.895398|-0.609861|-0.731509|-0.673671|-0.708666|-0.296964",,,,,,,,"LA_HUMAN","InsigPrize","Lupus La protein (La autoantigen) (La ribonucleoprotein) (Sjoegren syndrome type B antigen) (SS-B)","false","false","LA_HUMAN",,,,,,
"248","0","-1","0","0","0","0","1","8","IWS1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.208147|-0.19408|-0.378683|-0.300197|-0.276004|-0.09395|0.181065",,,,,,,,,"IWS1_HUMAN","SigPrize","Protein IWS1 homolog (IWS1-like protein)","false","false","IWS1_HUMAN","0.0|0.806233|1.365531|2.069068|1.281303|1.444024|1.373448|0.81724",,,,,
"249","0","0","0","0","1","0","0","4","EIF4B","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.85554|0.924348|0.838481|0.617037|0.14543|0.242984|0.071561",,,,,,,,,"IF4B_HUMAN","SigPrize","Eukaryotic translation initiation factor 4B (eIF-4B)","false","false","IF4B_HUMAN","0.0|1.309757|1.354118|1.231315|1.037365|0.574875|0.274561|0.71354",,,,,
"250",,,,,,,,"2","CLNS1A","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.18979|-0.256915|-0.292534|-0.19464|-0.018143|-0.047882|-5.87E-4",,,,,,,,,"ICLN_HUMAN","InsigPrize","Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln)) (Chloride ion current inducer protein) (ClCI) (Reticulocyte pICln)","false","false","ICLN_HUMAN",,,,,,
"251","0","0","0","0","-1","0","0","4","FNBP4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.171008|0.342222|-0.209115|-0.213146|-0.117273|0.002186|-0.013406",,,,,,,,,"FNBP4_HUMAN","SigPrize","Formin-binding protein 4 (Formin-binding protein 30)","false","false","FNBP4_HUMAN","0.0|-0.833432|-1.222049|-0.586107|-0.587603|-0.801669|-0.530158|-0.444227",,,,,
"252",,,,,,,,"2","DDX58","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DDX58_HUMAN","Steiner","Probable ATP-dependent RNA helicase DDX58 (EC 3.6.4.13) (DEAD box protein 58) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","false","false","DDX58_HUMAN",,,,,,
"253","0","-1","0","0","-1","-1","0","4","DDX54","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.018528|-0.636531|-0.124984|-0.720178|-0.45158|-0.579026|-0.785957",,,,,,,,,"DDX54_HUMAN","SigPrize","ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54)","false","false","DDX54_HUMAN","0.0|-0.178778|-0.403686|-0.323108|-0.476431|-0.461744|-0.667563|-0.240003",,,,,
"254","0","0","0","0",,"0","-1","4","DDX21","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DDX21_HUMAN","SigPrize","Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)","false","false","DDX21_HUMAN","0.0|-0.237456|-0.688172|-0.454515|-0.383697|-0.399173|-0.393769|-0.281472","0.0|-0.207616|-1.012924|-0.620681|-0.55358|-0.452087|-0.622746|-0.162631","0.0|0.168609|-0.779241|-0.243396|-0.258256|-0.393441|-0.220008|-0.456584","0.0|-0.344325|0.653504|-0.355424|-0.401135|0.029386|-0.0891|0.118318",,
"255",,,,,,,,"2","PPBP","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CXCL7_HUMAN","Steiner","Platelet basic protein (PBP) (C-X-C motif chemokine 7) (Leukocyte-derived growth factor) (LDGF) (Macrophage-derived growth factor) (MDGF) (Small-inducible cytokine B7) [Cleaved into: Connective tissue-activating peptide III (CTAP-III) (LA-PF4) (Low-affinity platelet factor IV); TC-2; Connective tissue-activating peptide III(1-81) (CTAP-III(1-81)); Beta-thromboglobulin (Beta-TG); Neutrophil-activating peptide 2(74) (NAP-2(74)); Neutrophil-activating peptide 2(73) (NAP-2(73)); Neutrophil-activating peptide 2 (NAP-2); TC-1; Neutrophil-activating peptide 2(1-66) (NAP-2(1-66)); Neutrophil-activating peptide 2(1-63) (NAP-2(1-63))]","false","false","CXCL7_HUMAN",,,,,,
"256","0","0","0","0","-1","0","0","4","CFDP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CFDP1_HUMAN","SigPrize","Craniofacial development protein 1 (Bucentaur)","false","false","CFDP1_HUMAN","0.0|-0.405289|-1.62542|-0.581289|-0.987911|-1.037911|-0.729246|-0.688617",,,,,
"257","0","0","0","0","-1","0","0","4","ATP2B1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"AT2B1_HUMAN","SigPrize","Plasma membrane calcium-transporting ATPase 1 (PMCA1) (EC 3.6.3.8) (Plasma membrane calcium ATPase isoform 1) (Plasma membrane calcium pump isoform 1)","false","false","AT2B1_HUMAN","0.0|-0.226977|-0.529628|-0.346509|-0.297838|-0.277457|-0.244633|-0.223121",,,,,
"258",,,,,,,,"2","ABCF1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.114062|0.100437|0.238339|-0.318362|0.035609|-0.021828|0.224395","0.0|-0.349812|-0.376517|-0.438526|-0.514024|-0.676012|-0.416093|-0.139128","0.0|0.199483|-0.583729|0.296696|-0.328021|-0.221115|-0.274435|-0.369541","0.0|-0.011472|-0.017717|0.044271|-0.074732|-0.176811|-0.367159|-0.032754",,,,,,"ABCF1_HUMAN","InsigPrize","ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50) (TNF-alpha-stimulated ABC protein)","false","false","ABCF1_HUMAN",,,,,,
"259",,,,,,,,"2","CSNK2A1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CSK21_HUMAN","Steiner","Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)","false","false","CSK21_HUMAN",,,,,,
